Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
41738036,02/19/2019 09:55:48 AM,02/27/2019 05:00:25 PM,DOT,Department of Transportation,Street Sign - Damaged,"No Parking, Standing, Stopping",Street,10468,2641 CRESTON AVENUE,CRESTON AVENUE,EAST 193 STREET,EAST KINGSBRIDGE ROAD,,,ADDRESS,BRONX,,N/A,Closed,03/07/2019 08:35:00 AM,The Department of Transportation has completed the request or corrected the condition.,02/27/2019 05:00:25 PM,07 BRONX,2031770038,BRONX,1013069,254845,ONLINE,Unspecified,BRONX,,,,,,,,40.8661182,-73.895806,"(40.8661182, -73.895806)"
41738037,02/19/2019 03:19:38 PM,02/21/2019 09:20:25 AM,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,10302,50 HOOKER PLACE,HOOKER PLACE,LAFORGE PLACE,NICHOLAS AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,05/20/2019 03:19:38 PM,The Department of Transportation has completed the request or corrected the condition.,02/21/2019 09:20:25 AM,01 STATEN ISLAND,5011310088,STATEN ISLAND,944964,169188,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.6309714,-74.1415366,"(40.6309714, -74.1415366)"
41738041,02/19/2019 09:14:00 PM,02/21/2019 02:44:00 PM,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10312,311 BARTLETT AVENUE,BARTLETT AVENUE,LEVERETT AVENUE,BARLOW AVENUE,,,ADDRESS,STATEN ISLAND,,,Closed,,The Department of Sanitation collected the E-waste.,02/21/2019 02:44:00 PM,03 STATEN ISLAND,5055310176,STATEN ISLAND,937619,141865,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.5559397,-74.16781,"(40.5559397, -74.16781)"
41738042,02/19/2019 03:06:00 PM,02/27/2019 01:39:00 PM,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,11217,702 DEGRAW STREET,DEGRAW STREET,4 AVENUE,5 AVENUE,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Sanitation collected the E-waste.,02/27/2019 01:39:00 PM,06 BROOKLYN,3009490034,BROOKLYN,989635,186309,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6780502,-73.9805856,"(40.6780502, -73.9805856)"
41738043,02/19/2019 10:46:00 AM,02/26/2019 12:07:00 PM,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,11219,1255 44 STREET,44 STREET,12 AVENUE,13 AVENUE,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Sanitation did not find any E-Waste at the location. Call 311 to make another appointment if you still need E-Waste removal.,02/26/2019 12:07:00 PM,12 BROOKLYN,3056040049,BROOKLYN,986964,171881,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6384498,-73.9902211,"(40.6384498, -73.9902211)"
41738049,02/17/2019 04:44:00 AM,02/19/2019 12:00:00 PM,DSNY,BCC - Staten Island,Sanitation Condition,12 Dead Animals,Sidewalk,10312,10 MAY PLACE,MAY PLACE,MOSELY AVENUE,AMBOY ROAD,,,ADDRESS,STATEN ISLAND,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,02/19/2019 12:00:00 PM,03 STATEN ISLAND,5062050129,STATEN ISLAND,936557,136164,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.540286,-74.1715916,"(40.540286, -74.1715916)"
41738050,02/17/2019 09:51:00 AM,02/19/2019 12:00:00 PM,DSNY,BCC - Brooklyn South,Sanitation Condition,12 Dead Animals,Sidewalk,11230,1004 EAST 18 STREET,EAST 18 STREET,AVENUE I,AVENUE J,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,The Department of Sanitation removed the items.,02/19/2019 12:00:00 PM,14 BROOKLYN,3067100010,BROOKLYN,995710,167476,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.626352,-73.9587157,"(40.626352, -73.9587157)"
41738052,02/19/2019 09:20:00 PM,02/21/2019 02:52:00 PM,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10310,17 NUTLY PLACE,NUTLY PLACE,BEMENT AVENUE,OAKLAND AVENUE,,,ADDRESS,STATEN ISLAND,,,Closed,,The Department of Sanitation did not find any E-Waste at the location. Call 311 to make another appointment if you still need E-Waste removal.,02/21/2019 02:52:00 PM,01 STATEN ISLAND,5002920092,STATEN ISLAND,953589,167520,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.6264271,-74.1104556,"(40.6264271, -74.1104556)"
41738053,02/19/2019 09:23:00 AM,02/25/2019 10:42:00 AM,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,11216,435 EASTERN PARKWAY,EASTERN PARKWAY,BEDFORD AVENUE,ROGERS AVENUE,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Sanitation collected the E-waste.,02/25/2019 10:42:00 AM,08 BROOKLYN,3012600033,BROOKLYN,997005,183401,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6700609,-73.9540204,"(40.6700609, -73.9540204)"
41738054,02/19/2019 12:00:00 AM,02/21/2019 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Parking Lot/Garage,10472,1322 TAYLOR AVENUE,TAYLOR AVENUE,,,,,LATLONG,BRONX,,N/A,Closed,03/21/2019 11:40:41 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action. Complaints of this type usually result in an inspection. Please call 311 in 30 days from the date of your complaint for status,02/21/2019 12:00:00 AM,Unspecified BRONX,,BRONX,1021524,242751,MOBILE,Unspecified,BRONX,,,,,,,,40.8328949,-73.8653046,"(40.8328949, -73.8653046)"
41738055,02/19/2019 12:00:00 AM,03/07/2019 01:15:35 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11385,63-56 FOREST AVENUE,FOREST AVENUE,MENAHAN STREET,GROVE STREET,,,ADDRESS,Ridgewood,,N/A,Closed,03/21/2019 06:16:13 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action. Complaints of this type usually result in an inspection. Please call 311 in 30 days from the date of your complaint for status,03/07/2019 01:15:35 PM,05 QUEENS,4033730047,QUEENS,1010700,197832,PHONE,Unspecified,QUEENS,,,,,,,,40.7096403,-73.9045955,"(40.7096403, -73.9045955)"
41738056,02/19/2019 09:23:00 AM,02/15/2019 11:10:00 PM,DOT,Department of Transportation,Street Light Condition,Fixture/Luminaire Door Open,,,,,,,GRAND CONCOURSE,181 ST E,INTERSECTION,,,N/A,Pending,,Service Request status for this request is available on the Department of Transportation?s website. Please click the ?Learn More? link below.,02/15/2019 11:10:00 PM,Unspecified BRONX,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,,,,,,,
41738058,02/18/2019 03:44:00 PM,02/18/2019 03:44:00 PM,DSNY,BCC - Queens East,Derelict Vehicles,14 Derelict Vehicles,Street,11422,,,,,253 STREET,WELLER LANE,INTERSECTION,Rosedale,,DSNY Garage,Closed,,The Department of Sanitation removed the items.,02/18/2019 03:44:00 PM,13 QUEENS,,QUEENS,1057846,179570,PHONE,Unspecified,QUEENS,,,,,,,,40.659249,-73.7347413,"(40.659249, -73.7347413)"
41738059,02/18/2019 06:02:00 PM,02/20/2019 12:00:00 PM,DSNY,BCC - Brooklyn North,Sanitation Condition,12 Dead Animals,Sidewalk,11226,854 ROGERS AVENUE,ROGERS AVENUE,CHURCH AVENUE,ERASMUS STREET,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,02/20/2019 12:00:00 PM,17 BROOKLYN,3051040103,BROOKLYN,997462,176026,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6498175,-73.9523874,"(40.6498175, -73.9523874)"
41738060,02/19/2019 12:51:25 PM,02/20/2019 09:03:49 AM,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Dust from Construction,3+ Family Apartment Building,11249,321 WYTHE AVENUE,WYTHE AVENUE,SOUTH 2 STREET,SOUTH 3 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,04/05/2019 12:51:25 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 45 days of the Service Request submission date. Please note the Service Request number for future reference.,02/20/2019 09:03:49 AM,01 BROOKLYN,3024160001,BROOKLYN,993873,199386,PHONE,Unspecified,BROOKLYN,,,,,,,,40.71394,-73.9652879,"(40.71394, -73.9652879)"
41738061,02/19/2019 12:00:00 AM,02/19/2019 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,10009,280 EAST 3 STREET,EAST 3 STREET,AVENUE C,AVENUE D,,,ADDRESS,NEW YORK,,N/A,Closed,03/21/2019 02:57:18 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action. Complaints of this type usually result in an inspection. Please call 311 in 30 days from the date of your complaint for status,02/19/2019 03:07:17 PM,03 MANHATTAN,1003720012,MANHATTAN,989772,202119,PHONE,Unspecified,MANHATTAN,,,,,,,,40.7214449,-73.9800788,"(40.7214449, -73.9800788)"
41738062,02/19/2019 12:00:00 AM,02/19/2019 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10025,,,,,BROADWAY,WEST 104 STREET,INTERSECTION,NEW YORK,,N/A,Closed,03/21/2019 01:07:47 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action. Complaints of this type usually result in an inspection. Please call 311 in 30 days from the date of your complaint for status,02/19/2019 01:24:56 PM,07 MANHATTAN,,MANHATTAN,993055,230661,PHONE,Unspecified,MANHATTAN,,,,,,,,40.7997827,-73.9681976,"(40.7997827, -73.9681976)"
41738063,02/19/2019 12:24:50 PM,02/28/2019 12:50:30 PM,DFTA,Department for the Aging,Housing - Low Income Senior,N/A,Senior Address,11421,,,,,,,ADDRESS,WOODHAVEN,,N/A,Closed,03/05/2019 12:24:50 PM,"The Department for the Aging contacted you and provided the assistance requested. No further updates will be available through 311. If further assistance is needed, please open a new Service Request.",02/28/2019 12:50:30 PM,09 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,
41738064,02/19/2019 10:19:48 AM,02/25/2019 03:30:03 PM,DFTA,Department for the Aging,Housing - Low Income Senior,N/A,Senior Address,10458,,,,,,,ADDRESS,BRONX,,N/A,Closed,03/05/2019 10:19:48 AM,"The Department for the Aging contacted you and provided the assistance requested. No further updates will be available through 311. If further assistance is needed, please open a new Service Request.",02/25/2019 03:30:03 PM,07 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,
41738067,02/19/2019 12:00:00 AM,02/19/2019 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10037,26 WEST 131 STREET,WEST 131 STREET,5 AVENUE,LENOX AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,03/21/2019 01:24:40 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action. Complaints of this type usually result in an inspection. Please call 311 in 30 days from the date of your complaint for status,02/19/2019 01:35:17 PM,10 MANHATTAN,1017280050,MANHATTAN,1000715,234618,PHONE,Unspecified,MANHATTAN,,,,,,,,40.8106326,-73.9405211,"(40.8106326, -73.9405211)"
41738073,02/19/2019 10:15:48 AM,02/19/2019 01:32:11 PM,NYPD,New York City Police Department,Vending,Unlicensed,Street/Sidewalk,11368,,,,,127 STREET,37 AVENUE,INTERSECTION,CORONA,,Precinct,Closed,02/19/2019 06:15:48 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,02/19/2019 01:32:11 PM,07 QUEENS,,QUEENS,1028013,215646,PHONE,Unspecified,QUEENS,,,,,,,,40.7584666,-73.8420322,"(40.7584666, -73.8420322)"
41738074,02/19/2019 09:45:00 AM,02/19/2019 09:45:00 AM,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),,10038,33 MAIDEN LANE,MAIDEN LANE,NASSAU ST,WILLIAM ST,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,02/19/2019 09:45:00 AM,01 MANHATTAN,1000670023,MANHATTAN,981844,197514,PHONE,Unspecified,MANHATTAN,,,,,,,,40.7088067,-74.0086783,"(40.7088067, -74.0086783)"
41738075,02/19/2019 02:40:35 PM,02/28/2019 03:04:23 PM,DFTA,Department for the Aging,Housing - Low Income Senior,N/A,Senior Address,10457,,,,,,,ADDRESS,BRONX,,N/A,Closed,03/05/2019 02:40:35 PM,"The Department for the Aging contacted you and provided the assistance requested. No further updates will be available through 311. If further assistance is needed, please open a new Service Request.",02/28/2019 03:04:23 PM,04 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,
41738087,02/19/2019 12:48:00 PM,02/19/2019 01:50:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Vehicle Signal,,11385,,,,,BLEECKER STREET,WOODWARD AVENUE,INTERSECTION,Ridgewood,,N/A,Closed,,Service Request status for this request is available on the Department of Transportation?s website. Please click the ?Learn More? link below.,02/19/2019 01:50:00 PM,05 QUEENS,,QUEENS,1009391,196881,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.7070339,-73.9093206,"(40.7070339, -73.9093206)"
41738088,02/19/2019 08:22:00 PM,02/27/2019 09:42:00 AM,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,11103,36-09 28 AVENUE,28 AVENUE,36 STREET,37 STREET,,,ADDRESS,Astoria,,,Closed,,The Department of Sanitation did not find any E-Waste at the location. Call 311 to make another appointment if you still need E-Waste removal.,02/27/2019 09:42:00 AM,01 QUEENS,4006520088,QUEENS,1007538,218557,PHONE,Unspecified,QUEENS,,,,,,,,40.7665342,-73.915929,"(40.7665342, -73.915929)"
41738089,02/19/2019 03:34:00 PM,03/18/2019 01:23:00 PM,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,11234,2222 RALPH AVENUE,RALPH AVENUE,EAST 66 STREET,AVENUE M,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Sanitation did not find any E-Waste at the location. Call 311 to make another appointment if you still need E-Waste removal.,03/18/2019 01:23:00 PM,18 BROOKLYN,3078570056,BROOKLYN,1007100,166415,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6234177,-73.9176871,"(40.6234177, -73.9176871)"
41738090,02/19/2019 11:20:00 AM,02/26/2019 12:13:00 PM,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,11237,775 HART STREET,HART STREET,WILSON AVENUE,KNICKERBOCKER AVENUE,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Sanitation did not find any E-Waste at the location. Call 311 to make another appointment if you still need E-Waste removal.,02/26/2019 12:13:00 PM,04 BROOKLYN,3032190043,BROOKLYN,1005364,194610,PHONE,Unspecified,BROOKLYN,,,,,,,,40.700811,-73.9238524,"(40.700811, -73.9238524)"
41738091,02/18/2019 05:49:00 PM,02/18/2019 05:49:00 PM,DSNY,BCC - Queens West,Sanitation Condition,12 Dead Animals,Sidewalk,11102,,,,,31 AVENUE,29 STREET,INTERSECTION,Astoria,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,02/18/2019 05:49:00 PM,01 QUEENS,,QUEENS,1005009,218031,PHONE,Unspecified,QUEENS,,,,,,,,40.7650967,-73.9250605,"(40.7650967, -73.9250605)"
41738092,02/19/2019 04:46:00 PM,02/22/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10027,142 WEST 123 STREET,WEST 123 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,,,ADDRESS,NEW YORK,,N/A,Closed,,,02/22/2019 12:00:00 AM,10 MANHATTAN,1019070052,MANHATTAN,998724,233294,PHONE,Unspecified,MANHATTAN,,,,,,,,40.8070021,-73.9477163,"(40.8070021, -73.9477163)"
41738093,02/19/2019 01:21:00 PM,02/21/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10306,197 SPRATT AVENUE,SPRATT AVENUE,THOLLEN STREET,BLOCK STREET,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,,02/21/2019 12:00:00 AM,03 STATEN ISLAND,5049860002,STATEN ISLAND,947986,141684,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.5554914,-74.1305016,"(40.5554914, -74.1305016)"
41738094,02/19/2019 12:40:00 PM,02/22/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11418,116-40 PARK LANE SOUTH,PARK LANE SOUTH,GROSVENOR ROAD,METROPOLITAN AVENUE,,,ADDRESS,Richmond Hill,,N/A,Closed,,,02/22/2019 12:00:00 AM,09 QUEENS,4033200011,QUEENS,1029375,197190,PHONE,Unspecified,QUEENS,,,,,,,,40.7078026,-73.8372397,"(40.7078026, -73.8372397)"
41738095,02/19/2019 10:32:00 AM,02/27/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11385,2125 GROVE STREET,GROVE STREET,BEND,FOREST AVENUE,,,ADDRESS,Ridgewood,,N/A,Closed,,,02/27/2019 12:00:00 AM,05 QUEENS,4033730051,QUEENS,1010614,197594,PHONE,Unspecified,QUEENS,,,,,,,,40.7089873,-73.9049067,"(40.7089873, -73.9049067)"
41738096,02/19/2019 10:10:00 AM,03/02/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11201,189 SCHERMERHORN STREET,SCHERMERHORN STREET,SMITH STREET,HOYT STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,,03/02/2019 12:00:00 AM,02 BROOKLYN,3001647502,BROOKLYN,987993,190358,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6891647,-73.9865032,"(40.6891647, -73.9865032)"
41738097,02/19/2019 10:10:00 AM,02/21/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11236,1196 EAST 96 STREET,EAST 96 STREET,FLATLANDS AVENUE,AVENUE J,,,ADDRESS,BROOKLYN,,N/A,Closed,,,02/21/2019 12:00:00 AM,18 BROOKLYN,3082030069,BROOKLYN,1011848,173305,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6423158,-73.9005552,"(40.6423158, -73.9005552)"
41738098,02/19/2019 09:41:00 AM,02/21/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11217,230 LINCOLN PLACE,LINCOLN PLACE,7 AVENUE,8 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,,02/21/2019 12:00:00 AM,06 BROOKLYN,3010610033,BROOKLYN,991755,185227,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6750789,-73.9729437,"(40.6750789, -73.9729437)"
41738099,02/19/2019 09:16:00 AM,02/21/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11105,21-11 23 STREET,23 STREET,21 AVENUE,21 ROAD,,,ADDRESS,Astoria,,N/A,Closed,,,02/21/2019 12:00:00 AM,01 QUEENS,4008790028,QUEENS,1008066,223909,PHONE,Unspecified,QUEENS,,,,,,,,40.7812226,-73.914004,"(40.7812226, -73.914004)"
41738100,02/19/2019 08:24:00 AM,02/22/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11215,576 3 AVENUE,3 AVENUE,15 STREET,16 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,,02/22/2019 12:00:00 AM,07 BROOKLYN,3010450035,BROOKLYN,985860,182528,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6676737,-73.9941964,"(40.6676737, -73.9941964)"
41738101,02/19/2019 08:23:00 AM,02/22/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11422,128-62 233 STREET,233 STREET,128 DRIVE,129 AVENUE,,,ADDRESS,Rosedale,,N/A,Closed,,,02/22/2019 12:00:00 AM,13 QUEENS,4128700001,QUEENS,1058124,187636,PHONE,Unspecified,QUEENS,,,,,,,,40.6813859,-73.7336509,"(40.6813859, -73.7336509)"
41738102,02/19/2019 07:54:00 AM,02/21/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10454,408 EAST 138 STREET,EAST 138 STREET,WILLIS AVENUE,BROWN PLACE,,,ADDRESS,BRONX,,N/A,Closed,,,02/21/2019 12:00:00 AM,01 BRONX,2022820008,BRONX,1005765,233969,PHONE,Unspecified,BRONX,,,,,,,,40.8088405,-73.9222803,"(40.8088405, -73.9222803)"
41738103,02/19/2019 06:57:00 AM,02/21/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11223,19 BRIGHTON COURT,BRIGHTON COURT,EAST 2 STREET,OCEAN PARKWAY,,,ADDRESS,BROOKLYN,,N/A,Closed,,,02/21/2019 12:00:00 AM,13 BROOKLYN,3072180034,BROOKLYN,993400,153253,PHONE,Unspecified,BROOKLYN,,,,,,,,40.5873155,-73.9670566,"(40.5873155, -73.9670566)"
41738104,02/19/2019 10:48:00 PM,02/22/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10025,215 WEST 94 STREET,WEST 94 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Closed,,,02/22/2019 12:00:00 AM,07 MANHATTAN,1012420024,MANHATTAN,992020,228198,PHONE,Unspecified,MANHATTAN,,,,,,,,40.7930234,-73.9719387,"(40.7930234, -73.9719387)"
